author	channel_url	title	webpage_url	view_count	like_count	dislike_count	average_rating	duration	upload_date	tags	categories	description	thumbnail	best_format	filesize_bytes
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Xan Griffin - Cancer (feat. Emilia Ali)	https://www.youtube.com/watch?v=-Dnh2mHVkyE	963315	19282	520	4.8949599	256	20170622	['SheepyPlaylistAll', 'Xan griffin', 'xan griffin cancer', 'mohrbacher', 'Music', 'seeking blue', 'peter mohrbacher', 'cancer', 'xan griffin zodiac', 'angel of cancer', 'downtempo', 'hip hop', 'chillout', 'cancer zodiac', 'electronic', 'suicide sheep', 'zodiac', 'MrSuicideSheep', 'the zodiac project', 'peter', 'suicidesheep', 'rnb']	['Entertainment']	"Xan Griffin - Cancer (feat. Emilia Ali)

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites

Cancer!
Download & Stream...http://fanlink.to/CANCER

Xan Griffin
https://soundcloud.com/xangriffin
https://www.facebook.com/xangriffin/
https://twitter.com/Xan_griffin
https://www.instagram.com/xan.griffin/
https://www.youtube.com/user/xanwow

Emilia Ali
https://soundcloud.com/emiliaali-music
https://www.instagram.com/emiliaali/
https://www.facebook.com/EmiliaAliOfficial/

Released by Seeking Blue
http://facebook.com/SeekingBlueRecords

Artwork by Peter Mohrbacher
https://trueangelarium.com/
https://www.patreon.com/angelarium

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/-Dnh2mHVkyE/maxresdefault.webp	248 - 1920x1080 (1080p)	23551159.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	mossy - Warpaint	https://www.youtube.com/watch?v=rFx01-gDPi8	589790	15181	433	4.8890738	143	20170621	['SheepyPlaylistAll', 'Rock', 'Electro Rock', 'Electronic', 'Alternative Electronic', 'mossy', 'Dark Pop', 'mossy Warpaint', 'Alternative', 'MrSuicideSheep']	['Entertainment']	"mossy - Warpaint

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites

Warpaint!
Download... https://fanlink.to/mossywarpaint

mossy
https://soundcloud.com/mossysound
https://www.facebook.com/mossysound
https://twitter.com/mossysound
https://www.instagram.com/mossy.sound/

Artwork from Asude Rana
http://fav.me/d6mrou6

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/rFx01-gDPi8/maxresdefault.webp	248 - 1920x1080 (1080p)	6967194.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Chop Sui - Donny	https://www.youtube.com/watch?v=jwoO0zegtWU	402775	9875	356	4.860815	240	20170620	['Chop Sui Donny', 'MrSuicideSheep', 'SheepyPlaylistAll', 'Instrumental', 'Chop Sui', 'Hip Hop', 'Downtempo', 'Chill Out', 'Trip Hop', 'Chill Hop']	['Entertainment']	"Chop Sui - Donny

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites 

Download... http://bit.ly/2rRlMb0

Chop Sui
https://soundcloud.com/chop-sui

Picture by Jad Limcaco
https://unsplash.com/?photo=fRggLY1DQTM
http://jadlimcaco.com

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/jwoO0zegtWU/maxresdefault.webp	137 - 1920x1080 (1080p)	9437555.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Noah Slee - DGAF (feat. Shiloh Dynasty)	https://www.youtube.com/watch?v=XJWrOUj9EqA	509198	13136	363	4.8924365	197	20170619	['Chill Out', 'Noah Slee DGAF', 'Shiloh Dynasty', 'SheepyPlaylistAll', 'Downtempo', 'Electronica', 'Alternative', 'R&B', 'MrSuicideSheep', 'Noah Slee']	['Entertainment']	"Noah Slee - DGAF (feat. Shiloh Dynasty)

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites 

DGAF!
Download... https://noahslee.lnk.to/DGAF

Noah Slee
https://soundcloud.com/noahslee
https://twitter.com/NoahSlee
https://www.facebook.com/noahsleemusic
https://www.instagram.com/noahslee/

Shiloh Dynasty
https://soundcloud.com/shiloh-dynasty
https://twitter.com/DnstyShiloh
https://www.instagram.com/shilohdynasty/

Released by Majestic Casual

Artwork by カオミン
https://www.pixiv.net/member_illust.php?mode=medium&illust_id=33091827

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/XJWrOUj9EqA/maxresdefault.webp	248 - 1920x1080 (1080p)	17257199.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Embody - Lost & Found (feat. Claire Ridgely)	https://www.youtube.com/watch?v=GitsHgBDl4c	1240119	26289	367	4.9449282	238	20170617	['Indie Pop', 'Indie Electronica', 'Dance', 'Pop', 'MrSuicideSheep', 'Claire Ridgely', 'Embody', 'Future Bass', 'SheepyPlaylistAll', 'EDM', 'Embody Lost & Found', 'Electronic']	['Entertainment']	"Embody - Lost & Found (feat. Claire Ridgely)

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites

Lost & Found!
Download... http://apple.co/2tdWwO4

Embody
https://soundcloud.com/iamembody
https://twitter.com/iamembody
https://www.facebook.com/iamembody
https://www.instagram.com/iamembody/
http://www.iamembody.com/

Claire Ridgely
https://soundcloud.com/claireridgely
https://www.facebook.com/Claire-Ridgely-441887315974806/

Released by Republic of Music
http://republicofmusic.net/

Image by Holger Nitschke
https://fav.me/d9yom59
https://www.instagram.com/holger.nitschke/
https://lichtreize.com
Model: Ann-Catherine
Hair & Makeup: Ilka Preuth

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/GitsHgBDl4c/maxresdefault.webp	248 - 1920x1080 (1080p)	20397399.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	JANEE - Go Ahead Boy (feat. Kevon)	https://www.youtube.com/watch?v=ZazF2-A7tGA	658826	13829	425	4.8807354	184	20170616	['Electronic', 'Electro Pop', 'Chill Trap', 'Janee', 'SheepyPlaylistAll', 'Future Bass', 'EDM', 'Janee Go Ahead Boy', 'MrSuicideSheep', 'Dance', 'Indie Electronica']	['Entertainment']	"JANEE - Go Ahead Boy (feat. Kevon)

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites

Go Ahead Boy!
Download... http://fanlink.to/GOAHEADBOY

JANEE
https://soundcloud.com/janeemusic
https://www.facebook.com/janeeface/
https://twitter.com/janeesound
https://www.instagram.com/janeesound/

Artwork by NanoMortis
http://fav.me/da3634s
https://www.instagram.com/nanomortis/
Full channel playlist on Spotify!!!!
http://bit.ly/MrSuicideSheepSpotify

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/ZazF2-A7tGA/maxresdefault.webp	248 - 1920x1080 (1080p)	8976376.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	DANGER - 0:59	https://www.youtube.com/watch?v=2jU4TpCZxBc	3873886	63491	1069	4.9337668	255	20170615	['DANGER', 'Orchestral Electro', 'Electronic', 'House', 'EDM', 'Electro', 'Dance', 'TRON', 'DANGER 0:59', 'Orchestral', 'MrSuicideSheep', 'Electro House', 'SheepyPlaylistAll']	['Entertainment']	"DANGER - 0:59

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites

0:59!
Download... https://idol.lnk.to/Danger

DANGER
https://soundcloud.com/2emedanger
http://www.2emedanger.com/
https://www.facebook.com/2emeDanger/

Artwork by Bastien Grivet
http://fav.me/daod8dp
http://grivetart.com/

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/2jU4TpCZxBc/maxresdefault.webp	248 - 1920x1080 (1080p)	22587500.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	ODA - New Love	https://www.youtube.com/watch?v=IUi7_j2WL70	878583	19508	348	4.9298954	186	20170614	['Indie Pop', 'ODA', 'MrSuicideSheep', 'SheepyPlaylistAll', 'Indie Electronica', 'Future Bass', 'Electronic Pop', 'Pop', 'ODA New Love', 'Electronica']	['Entertainment']	"ODA - New Love

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites 

New Love!
Download... http://apple.co/2sskok5
Listen on Spotify... http://spoti.fi/1Pvoclf

ODA
https://soundcloud.com/odaofficial
https://www.facebook.com/odaofficial

Artwork by Mandy Jurgens
https://www.artstation.com/artwork/qYwL2
http://mandyjurgens.com/
https://www.instagram.com/saonserey/

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/IUi7_j2WL70/maxresdefault.webp	248 - 1920x1080 (1080p)	14694393.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Módl - Breathe	https://www.youtube.com/watch?v=D2jlnDUvlv4	438600	11078	249	4.9120684	233	20170613	['MrSuicideSheep', 'Downtempo', 'Chill Out', 'Modl Breath', 'Modl', 'Electronica', 'Ambient', 'Future Bass', 'Indie Electronica', 'SheepyPlaylistAll']	['Entertainment']	"Módl - Breathe

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites 

Breathe!
Download... https://ostereo.lnk.to/BREATHEFA

Modl
https://soundcloud.com/m_o_d_l
https://www.facebook.com/modlofficial/
https://www.instagram.com/modlofficial/
https://twitter.com/Modlofficial

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/D2jlnDUvlv4/maxresdefault.webp	137 - 1920x1080 (1080p)	10256034.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Emmit Fenn - Oceans (feat. Nylo)	https://www.youtube.com/watch?v=ounY98PzNCw	571532	12232	340	4.8918233	297	20170612	['Indie Electronica', 'Electronic', 'SheepyPlaylistAll', 'Future Bass', 'Trap', 'Nylo', 'Emmit Fenn', 'MrSuicideSheep', 'Electro Pop', 'Indie Pop', 'EDM', 'Emmit Fenn Oceans']	['Entertainment']	"Emmit Fenn - Oceans (feat. Nylo)

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites 

Follow the journey and experience Emmit!
http://emmitfenn.com

Emmit Fenn
https://soundcloud.com/emmitfenn
https://www.facebook.com/emmitfennmusic/
https://twitter.com/EmmitFennMusic

Nylo
https://soundcloud.com/lovenylo
https://www.facebook.com/lovenylo
https://twitter.com/lovenylo
https://www.instagram.com/lovenylo/

Picture by Everton Villa
https://unsplash.com/photos/gS6mGS0SrNw
http://www.evertonvilafotografia.com.br/

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/ounY98PzNCw/maxresdefault.webp	248 - 1920x1080 (1080p)	29460955.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Blonde Maze - Antarctica	https://www.youtube.com/watch?v=d_XqGbCW7BM	364800	8994	237	4.8973026	230	20170611	['MrSuicideSheep', 'Indie Pop', 'Chill', 'Downtempo', 'Blonde Maze Antarctica', 'Chill Out', 'Ambient', 'Blonde Maze', 'Electronica', 'House', 'Indie Dance', 'SheepyPlaylistAll', 'Chill House']	['Entertainment']	"Blonde Maze - Antarctica

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites 

Antarctica!
Download... http://apple.co/2shvhF4

Blonde Maze
https://soundcloud.com/blondemaze
https://www.facebook.com/blondemaze
https://www.instagram.com/blondemaze/
https://twitter.com/blondemaze

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/d_XqGbCW7BM/maxresdefault.webp	137 - 1920x1080 (1080p)	10259322.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Arty - Idea of You (feat. Eric Nam) (Lyric Video)	https://www.youtube.com/watch?v=LmOoQvdV7Ag	5118498	56047	1639	4.8863502	222	20170610	['mr suicide sheep', 'lyric', 'eric nam beautiful', 'video', 'electronic music', 'lyrics', 'edm', 'electronica', 'eric nam', 'alpha 9', 'k-pop', 'suicidesheep', 'pop', 'MrSuicideSheep', 'Music', 'arty eric nam', 'arty lyrics', 'seeking blue', 'music video', 'SheepyPlaylistAll', 'seeking blue records', 'official music video', 'kpop', 'arty idea of you (feat. eric nam)', 'lyric video', 'idea of you', 'arty']	['Entertainment']	"Arty - Idea of You (feat. Eric Nam) (Lyric Video)

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites 

Download & Stream...http://fanlink.to/IDEAOFYOU

Arty
https://soundcloud.com/arty_music
https://www.instagram.com/artymusic/
https://twitter.com/arty_music
https://www.facebook.com/artymusic

Eric Nam
https://instagram.com/realericnam
https://twitter.com/ericnamofficial
https://facebook.com/ericnamofficial
https://soundcloud.com/ericnam

Released by Seeking Blue
http://facebook.com/Seekingbluerecords

Video by Simian Design
http://simiandesign.net/

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/LmOoQvdV7Ag/maxresdefault.webp	137 - 1920x1080 (1080p)	16370991.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Two Feet - Twisted	https://www.youtube.com/watch?v=skGLNdRzy-0	20134480	200809	4820	4.906239	197	20170609	['Jazz', 'Pop', 'Indie Electronica', 'MrSuicideSheep', 'Electro Pop', 'Two Feet', 'Blues', 'Chill Out', 'Indie', 'SheepyPlaylistAll', 'Twisted']	['Entertainment']	"Two Feet - Twisted

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites

Twisted!
Download... http://smarturl.it/TwoFeetMomentum
Vinyl...https://www.store.majesticcasual.com/

Two Feet
https://soundcloud.com/twofeetmusic
https://www.facebook.com/twofeetmusic
https://twitter.com/TwoFeetMusic
https://www.instagram.com/twofeetmusic/

Released by Majestic Casual Records

Picture by Erica Coburn
https://flic.kr/p/hp4ntz
https://www.instagram.com/ericacoburn/
http://ericacoburn.format.com/

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/skGLNdRzy-0/maxresdefault.webp	248 - 1920x1080 (1080p)	8298905.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	machineheart - BBHIT	https://www.youtube.com/watch?v=hkZUKBesIjY	246289	5541	415	4.7212896	175	20170608	['Downtempo', 'machineheart', 'Ambient', 'SheepyPlaylistAll', 'Soundscape', 'Chill Out', 'machineheart BBHIT', 'Electronica', 'MrSuicideSheep']	['Entertainment']	"machineheart - BBHIT

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites 

BBHIT!


machineheart
https://soundcloud.com/mchnheart
https://www.facebook.com/machineheart
https://twitter.com/machineheart

Released by Seeking Blue
http://facebook.com/SeekingBlueRecords

Picture by Nate Bittinger
https://flic.kr/p/SJzLL8
https://www.instagram.com/natebittinger/
https://www.facebook.com/NBittingerPhotography

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/hkZUKBesIjY/maxresdefault.webp	137 - 1920x1080 (1080p)	5306654.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	dwilly - HMU (feat. Meg Lieder)	https://www.youtube.com/watch?v=mTyYpF_jevY	384171	10497	354	4.8695049	175	20170607	['dwilly HMU', 'MrSuicideSheep', 'SheepyPlaylistAll', 'Trap', 'Indie Pop', 'Chill trap', 'Pop', 'dwilly', 'Electro Pop', 'Future Bass', 'Meg Lieder', 'Electronic']	['Entertainment']	"dwilly - HMU (feat. Meg Lieder)

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites

HMU!
Download... https://lnk.to/HMU

dwilly
https://soundcloud.com/itsdwilly
https://www.facebook.com/itsdwilly
https://twitter.com/itsdwilly
https://www.instagram.com/itsdwilly/

Meg Lieder
https://soundcloud.com/meg-lieder
https://www.instagram.com/meglieder/
https://www.facebook.com/megliedermusic
https://twitter.com/meglieder

Released by Yunizon Records
https://soundcloud.com/yunizon-records
https://www.facebook.com/YunizonRecords

Picture by Sergey Fediv
https://unsplash.com/photos/iReDydgc9YY

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/mTyYpF_jevY/maxresdefault.webp	137 - 1920x1080 (1080p)	8556881.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Seven Lions - Where I Won't Be Found (feat. NÉONHÈART)	https://www.youtube.com/watch?v=Qa4u4D32x4U	5596511	43589	1166	4.8957882	181	20170605	"[""where i won't be found"", 'pop', 'Music', 'seeking blue records', 'edm', 'neonheart', 'MrSuicideSheep', 'house', 'seven lions', 'house music', 'SheepyPlaylistAll', 'seeking blue', 'electronic music', 'seven lions dubstep', ""seven lions where i won't be found"", 'seven lions music', 'electronica']"	['Entertainment']	"Seven Lions - Where I Won't Be Found (feat. NÉONHÈART)

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites 

Where I Won't Be Found
Download & Stream...https://fanlink.to/WIWBFSINGLE
Pre-order the EP...https://fanlink.to/WIWBFEP

Seven Lions
https://soundcloud.com/seven-lions
https://www.facebook.com/SevenLions
https://twitter.com/SevenLionsMusic
https://www.instagram.com/sevenlionsmusic/

NÉONHÈART
https://soundcloud.com/weareneonheart
https://www.facebook.com/neonheartbandofficial
http://www.weareneonheart.com/

Released by Seeking Blue
http://facebook.com/seekingbluerecords

Artwork by Victor Mosquera
http://www.victormosquera.com/

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/Qa4u4D32x4U/maxresdefault.webp	248 - 1920x1080 (1080p)	14389095.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Only Emily - Anywhere But Here	https://www.youtube.com/watch?v=bQJCxvnUCMQ	483258	10785	276	4.9001899	199	20170604	['Only Emily Anywhere But Here', 'Ambient', 'MrSuicideSheep', 'Electronica', 'Downtempo', 'SheepyPlaylistAll', 'Chill Out', 'Only Emily']	['Entertainment']	"Only Emily - Anywhere But Here

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites 

Anywhere But Here!
Download... http://bit.ly/2qUGeY0
Listen on Spotify... http://spoti.fi/2qQ0I9n

Only Emily
http://spoti.fi/2DBFAdp

Artwork by Guweiz
https://www.artstation.com/artwork/X4dRY
https://www.instagram.com/guweiz/
https://twitter.com/ttguweiz
https://www.patreon.com/guweiz
https://www.facebook.com/guweiz

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist

Submit tracks
http://bit.ly/2aPHMvw"	https://i.ytimg.com/vi_webp/bQJCxvnUCMQ/maxresdefault.webp	137 - 1920x1080 (1080p)	11402058.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Emily Zeck - Two Cents (Ice Cream Song)	https://www.youtube.com/watch?v=oegGoZ0RuNE	1129576	25644	628	4.9043851	142	20170603	['SheepyPlaylistAll', 'Emily Zeck', 'Electronic Pop', 'MrSuicideSheep', 'Pop', 'Future Bass', 'Dance', 'Electro Pop', 'EDM', 'Ice Cream', 'Emily Zeck Two Cents']	['Entertainment']	"Emily Zeck - Two Cents (Ice Cream Song)

⬙  FAVOURITES ON SPOTIFY ⬙
⇥ http://mrsuicidesheep.com/favourites

Two Cents!
Download.. http://apple.co/2qREcIc

Emily Zeck
https://soundcloud.com/emilyzeck
https://www.instagram.com/thatpineapplegirl
https://twitter.com/emilyzeck
https://www.facebook.com/emilyzeckmusic/
https://www.youtube.com/user/EmilyZeck

Produced by Gazzo
https://soundcloud.com/gazzomusic

Artwork by Ilya Kuvshinov
https://www.patreon.com/Kuvshinov_Ilya
https://www.artstation.com/artist/kuvshinov_ilya
https://www.facebook.com/KuvshinovIlia
https://twitter.com/Kuvshinov_Ilya

⬗ Sheepy Store ⬗
⇥ http://mrsuicidesheep.com/store

⬖ Submit Music & Art ⬖
⇥ http://mrsuicidesheep.com/submit

⬙ Sheepy Instagram ⬙
⇥ http://mrsuicidesheep.com/insta

⬘ Spotify: Channel Uploads ⬘
⇥ http://mrsuicidesheep.com/channeluploads

⬗ Spotify: Seeking Blue ⬗
⇥ http://mrsuicidesheep.com/skblueplaylist"	https://i.ytimg.com/vi_webp/oegGoZ0RuNE/maxresdefault.webp	248 - 1920x1080 (1080p)	12881000.0
