author	channel_url	title	webpage_url	view_count	like_count	dislike_count	average_rating	duration	upload_date	tags	categories	description	thumbnail	best_format	filesize_bytes
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	Suicide Awareness Car Meet | June 2020	https://www.youtube.com/watch?v=DKs_Nl61_lw	1074	35	1	4.8888888	319	20200625	['suicide', 'suicide awareness', 'cars', 'car meet', 'nissan', 'skyline', 'r34', 'silvia', 'toyota', 'bmw', 'v8', 'miata', 'mx5', 'evo', 'evo x', 'police', 'meet up', 'car community', 'car enthusiast', 'rota', 'supra', 'meme', 'canon', 'photography', 'instagram', 'chill']	['Entertainment']	"Was a brilliant turnout, even though we had to move to different spots. I heard a few stories about the battles they have been through/and or going through but I am glad to hear they ask for help when needed so remember you are loved and just ask. Heck even message me on my socials or fb I don't mind listening! Spread the love fam.


If you do please please please use this link if you have no one to turn to:
https://www.lifeline.org.nz/services/lifeline-helpline
or Call 0800 LIFELINE (0800 543 354) or text HELP (4357) for free, 24/7, confidential support – 24 hours a day, 7 days a week.


or here for more healthlines :) https://www.mentalhealth.org.nz/get-help/in-crisis/helplines/



My Socials:
Like My FB Page: https://www.facebook.com/MiaMariaMedia/ 
Follow My Instagram mia_.maria
Snapchat: thee-russian


Music:
Slowly by Smith The Mister https://smiththemister.bandcamp.com 
Smith The Mister https://bit.ly/Smith-The-Mister-YT 
Free Download / Stream: https://bit.ly/s-t-mr-slowly
Music promoted by Audio Library https://youtu.be/b4p9TiftgJY


#SuicideAwareness #CarCommunity"	https://i.ytimg.com/vi/DKs_Nl61_lw/maxresdefault.jpg	18 - 640x360 (360p)	22744203.0
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	Cars & Coffee 2020 | Hosted By Auto Niche	https://www.youtube.com/watch?v=2I_BxOYD6sI	312	11	0	5.0	106	20200621	['coffee and cars', 'coffee & cars', 'skyline', 'nissan', 'supra', 'toyota', 'mitsubishi', 'subaru', 'wrx', 'sti', 'mighty car mods', 'mcm', 'detailing', 'style', 'american muscle', 'chrysler', 'chevvy', 'rotary', 'rx7', 'fd', 'fd rx7', 'lambo', 'lamborghini', 'porche', 'rwb', 'rwb porche', 'rauh', 'rauh welt', 'rb26', 'r34', 'r32', 'r33', 'nissan skyline', 'canon', 'intel', 'cars', 'car scene', 'boy racer', 'ricer', 'jdm', 'japan', 'evo', 'evo x']	['Entertainment']	"Coffee & Cars! Feels good to get out and see cars! Feels like its been too long since lockdown and all that!  Maybe I shall get to caffeine and gasoline next week!


My Socials:
Like My FB Page: https://www.facebook.com/MiaMariaMedia/ 
Follow My Instagram mia_.maria
Snapchat: thee-russian


Music:
Track: Broke — Soyb [Audio Library Release]
Music provided by Audio Library Plus
Watch: https://youtu.be/CuT6NlEgdQA
Free Download / Stream: https://alplus.io/broke


Thanks For Watching!


#AutoNiche #CoffeeAndCars"	https://i.ytimg.com/vi_webp/2I_BxOYD6sI/maxresdefault.webp	18 - 640x360 (360p)	9438114.0
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	New Levers For The MT07	https://www.youtube.com/watch?v=8yle2j4uYQg	450	13	3	4.25	450	20200611	['Ruroc', 'ruroc 2.0', 'mt07', 'levers', 'fz07', 'evo', 'evo x', 'new', 'canon', 'ebay', 'bolt on', 'mods', 'modification', 'bikerchick', 'biker girl', 'yamaha', 'yammy', 'motovlog', 'police', 'nz', 'new zealand']	['Entertainment']	"Been a while since I posted up again. Haven't been feeling myself after not having a job and everything that is happening in this world currently so here's a video of some levers and a quick blat around.


My Socials:
Like My FB Page: https://www.facebook.com/MiaMariaMedia/ 
Follow My Instagram mia_.maria
Snapchat: thee-russian


Music:
Track: Maarif — Soyb & Amine Maxwell [Audio Library Release]
Music provided by Audio Library Plus
Watch: https://youtu.be/QqsPjuyvM6c
Free Download / Stream: https://alplus.io/maarif



#Ruroc"	https://i.ytimg.com/vi/8yle2j4uYQg/maxresdefault.jpg	18 - 640x360 (360p)	37822480.0
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	Got Pulled Over For The First Time [OOPS]	https://www.youtube.com/watch?v=RdwQwTYeIKg	1825	53	2	4.8545456	271	20200522	['Police', 'nz', 'nz police', 'new zealand', 'nice person', 'smiling', 'HD', 'gopro', 'holden', 'yamaha', 'biker', 'bikerchick', 'biker girl', 'speeding', 'chase', 'happy']	['Entertainment']	"Here's a random roller coaster of my emotions while I internally freak out. Yes I was speeding, yes I have learnt a valuable lesson (look for police JUST KIDDING). First time luck I had a nice officer tell me off ( low key was kinda cute). Don't do what I did lol
Also in a way I was glad I got pulled over since I had some burning questions I needed answers to since I would like to apply as an officer :) 



*had to hide the dudes nice smile sadly but I also didn't ask for his permission so will keep his privacy* 



#WaikatoPolice #NZ"	https://i.ytimg.com/vi_webp/RdwQwTYeIKg/maxresdefault.webp	18 - 640x360 (360p)	23539127.0
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	Chasing A Sunrise	https://www.youtube.com/watch?v=8eIEFN5TFEU	86	10	0	5.0	187	20200515	['NZ', 'New Zealand', 'nature', 'calm', 'bushwalk', 'trek', 'hike', 'canon', 'dji', 'drone', 'cinematic', 'walk', 'gopro', 'mavic air']	['Entertainment']	"First day of freedom after lockdown feels good! 

I rolled my ankle not far from the top but I can say it was worth the reward even when I still struggle with heckin fitness induced asthma. Not keeping fit during lockdown contributed to my injury but that can heal! 

I think I should find more places like this during winter less people out and about!


My Socials:
Like My FB Page: https://www.facebook.com/MiaMariaMedia/ 
Follow My Instagram mia_.maria
Snapchat: thee-russian



Music:
Weightless by LiQWYD https://soundcloud.com/liqwyd 
Creative Commons — Attribution 3.0 Unported — CC BY 3.0 
Free Download / Stream: https://bit.ly/liqwyd-weightless 
Music promoted by Audio Library https://youtu.be/_qGC14Oem_U 



#NZ #Nature"	https://i.ytimg.com/vi/8eIEFN5TFEU/maxresdefault.jpg	18 - 640x360 (360p)	13297309.0
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	Lockdown Gaming	https://www.youtube.com/watch?v=d3IiOfHyceQ	434	16	0	5.0	268	20200415	['Call Of Duty', 'pc', 'pc gaming', 'xbox', 'ps4', 'microsoft', 'mixer', 'canon', 'monster', 'redbull', 'warzone', 'hd', 'streaming', '1080p', 'lockdown', 'isolation', 'virus', 'dxracer', 'monster energy']	['Entertainment']	"Hope you guys are doing alright! I have a messed up sleeping pattern because of all this gaming but I don't regret it .. yet


My Mixer Streaming link:
https://mixer.com/SquidLegsMaria


My Socials:
Like My FB Page: https://www.facebook.com/MiaMariaMedia/ 
Follow My Instagram mia_.maria
Snapchat: thee-russian



Music:
Track: Dreams Are Pretty — Seoul June [Audio Library Release]
Music provided by Audio Library Plus
Watch: https://youtu.be/Y6sVyLLakhM
Free Download / Stream: https://alplus.io/dreams-are-pretty


Title: Outlet by Silent Partner
Genre and Mood: Alternative & Punk + Angry
License: You're free to use this song and monetize your videos.




#Lockdown"	https://i.ytimg.com/vi_webp/d3IiOfHyceQ/maxresdefault.webp	18 - 640x360 (360p)	22797463.0
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	Lockdown - Hamilton	https://www.youtube.com/watch?v=d3p-QmV49eQ	498	20	0	5.0	183	20200407	['Hamilton', 'new zealand', 'lockdown', 'jacinda adern', 'prime minister', 'silence', 'quiet', 'empty', 'street', 'canon', '1080p', 'hd']	['Entertainment']	"You can hear the birds a lot more :) There were a few people out today not completely silent but almost. 

I hope we can all make it out of this ok I know I am stressing you are probably as well but we got this :) 



My Socials:
Like My FB Page: https://www.facebook.com/MiaMariaMedia/ 
Follow My Instagram mia_.maria
Snapchat: thee-russian


#Lockdown #StayHome"	https://i.ytimg.com/vi/d3p-QmV49eQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBNiGKwxG7vhrQSEu4vX8ZgAZGvwA	18 - 640x360 (360p)	13724491.0
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	Goat Island | New Zealand	https://www.youtube.com/watch?v=wPjNkphGAKM	178	11	0	5.0	214	20200322	['NZ', 'nature', 'summer', 'holiday', '4k', 'gopro', 'snapper', 'marine', 'marine reserve', 'wildlife', 'backyard', 'fish', 'goat island', 'diving', 'snorkling', 'HD']	['Entertainment']	"Swimming with fish was rad need to do it again when it is warmer for sure! Here's some fun facts about the island:

Goat Island is named after the goats released by early European seafarers, to provide food for those who became marooned. In 1975 the waters around the island were made New Zealand’s first marine reserve, Cape Rodney–Ōkakari Point Marine Reserve. Since then it has been used for fisheries research and as a training ground for recreational divers.


And this specific 'Goat' island has apparently never had any goats on it lol


My Socials:
Like My FB Page: https://www.facebook.com/MiaMariaMedia/ 
Follow My Instagram mia_.maria
Snapchat: thee-russian


Music:

sunrise - Rexlambo https://soundcloud.com/rexlambo
Creative Commons — Attribution 3.0 Unported — CC BY 3.0
Free Download / Stream: https://bit.ly/sunrise-rexlambo
Music promoted by Audio Library https://youtu.be/K5RFml_CM04


Thanks for watching!


#NZ #GoatIsland"	https://i.ytimg.com/vi_webp/wPjNkphGAKM/maxresdefault.webp	18 - 640x360 (360p)	18334677.0
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	Ruroc Atlas 2.0 UNBOXING | Toxin	https://www.youtube.com/watch?v=Uzd8yt_GIX8	6544	103	13	4.551724	594	20200310	[]	['Entertainment']	"Weow this helmet looks amazing! What do you guys think of it? Yay or Nay?
This helmet feels really nice around my ears, I have never felt such comfort before! 

Ruroc were super awesome to deal with when it came to shipping even when having a mishap ( They didnt change the price to NZD making it look like it was paid in Pounds, they fixed the issue in a few hours).



Ruroc website:
https://www.ruroc.com/en_nz/motorcycle.html


My Socials:
Like My FB Page: https://www.facebook.com/MiaMariaMedia/ 
Follow My Instagram mia_.maria
Snapchat: thee-russian




Nouvelle Lune by AWN https://soundcloud.com/awn_music
Creative Commons — Attribution-ShareAlike 3.0 Unported — CC BY-SA 3.0
Free Download / Stream: https://bit.ly/nouvelle-lune-awn
Music promoted by Audio Library https://youtu.be/bj1yf1zCphc



#Ruroc #Atlas2.0 #Toxin"	https://i.ytimg.com/vi_webp/Uzd8yt_GIX8/maxresdefault.webp	18 - 640x360 (360p)	47211318.0
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	Summer Things	https://www.youtube.com/watch?v=_zLkTK-XreM	130	13	0	5.0	309	20200221	[]	['Entertainment']	"I love this spot and friends makes it a great time :) Shot for Tony for filming some stuff and Danny and Raymund for also making it a fun time every time! Beer pong later aye? 😆  

 Gosh NZ is beautiful, love this country!  ❤️ 



Bear with while I learn to film with a Gopro lol



My Socials:
Like My FB Page: https://www.facebook.com/MiaMariaMedia/ 
Follow My Instagram mia_.maria
Snapchat: thee-russian


Music:
Underwater by LiQWYD https://soundcloud.com/liqwyd
Creative Commons — Attribution 3.0 Unported — CC BY 3.0
Free Download / Stream: https://bit.ly/_underwater
Music promoted by Audio Library https://youtu.be/uNXRgeshCcQ


#Summer #NZ #GoPro"	https://i.ytimg.com/vi/_zLkTK-XreM/maxresdefault.jpg	18 - 640x360 (360p)	27723538.0
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	Don't Touch What Isn't Yours [RANT]	https://www.youtube.com/watch?v=N4unYqOwjyw	190	18	2	4.5999999	427	20200211	[]	['Entertainment']	"Y'all have no idea how mad I was and still am lol I shouldn't be wasting my time and money on fixing this when it wasn't my fault! Dont touch what isnt yours unless asked to, not that hard of a concept but some people are dumber than I thought lol. 

*Side note that person tried to blame ""Gravity"" on dropping the bike ~ that excuse would never pass in a court of law ;) 



My Socials:
Like My FB Page: https://www.facebook.com/MiaMariaMedia/ 
Follow My Instagram mia_.maria
Snapchat: thee-russian



Music:
Track: Space Lullaby (feat. Clara Sorace) — Iaio [Audio Library Release]
Music provided by Audio Library Plus
Watch: https://youtu.be/4a9eKBIvJfo
Free Download / Stream: https://alplus.io/space-lullaby


Rant over, thanks for watching :)


#Rant #Yamaha"	https://i.ytimg.com/vi/N4unYqOwjyw/maxresdefault.jpg	18 - 640x360 (360p)	31788043.0
Mia Maria	http://www.youtube.com/channel/UCLmhLjD60SJSGtQ-F0EZgVQ	Waved At A Cute Officer!	https://www.youtube.com/watch?v=Es64KJvRpcQ	294	10	0	5.0	516	20200127	[]	['Entertainment']	"OK I really wasnt expecting much from this motovlog as I was only testing out my new microphone! Managed to get some good footage and also was a little bit cheeky! 



My Socials:
Like My FB Page: https://www.facebook.com/MiaMariaMedia/ 
Follow My Instagram mia_.maria
Snapchat: thee-russian



Background Music:
Life by KV https://soundcloud.com/kvmusicprod
Creative Commons — Attribution 4.0 International — CC BY 4.0
Free Download / Stream: http://bit.ly/2D1RuKy
Music promoted by Audio Library https://youtu.be/jH8ryRw1cWg


Thanks For Watching!


#Yammy #BikeLife #NZ"	https://i.ytimg.com/vi/Es64KJvRpcQ/maxresdefault.jpg	18 - 640x360 (360p)	46503271.0
